-20.0, -1.022764437E9
-19.8, -9.508382467734914E8
-19.6, -8.832861577858182E8
-19.4, -8.198844901252221E8
-19.2, -7.604187991874686E8
-19.0, -7.04683587E8
-18.8, -6.524820196194435E8
-18.6, -6.036256505379459E8
-18.4, -5.579341500338302E8
-18.2, -5.152350404020606E8
-18.0, -4.75363437E8
-17.8, -4.381617950439553E8
-17.6, -4.0347966209199387E8
-17.4, -3.7117343614851815E8
-17.2, -3.411061293260927E8
-17.0, -3.13147137E8
-16.8, -2.871720123910272E8
-16.6, -2.630622465119618E8
-16.4, -2.407050534132863E8
-16.2, -2.1999316066356474E8
-16.0, -2.00824605E8
-15.8, -1.8310253308465922E8
-15.6, -1.6673500730184957E8
-15.4, -1.5163481653213444E8
-15.2, -1.3771929183847678E8
-15.0, -1.24910127E8
-14.8, -1.1313320382885122E8
-14.6, -1.023184222056576E8
-14.4, -9.239953476906243E7
-14.2, -8.331398619482878E7
-14.0, -7.5002757E7
-13.8, -6.741021180760323E7
-13.6, -6.0483952007385574E7
-13.4, -5.417467274807041E7
-13.2, -4.8436024196620785E7
-13.0, -4.3224477E7
-12.8, -3.849919188491522E7
-12.6, -3.4221893331033595E7
-12.4, -3.035674725315841E7
-12.2, -2.6870242627852786E7
-12.0, -2.3731077E7
-11.8, -2.0910045804787204E7
-11.6, -1.83799354406016E7
-11.4, -1.6115420028326403E7
-11.2, -1.4092961792524792E7
-11.0, -1.2290715E7
-10.8, -1.0688433391219206E7
-10.6, -9267381.040089598
-10.4, -8010246.577574404
-10.2, -6901060.714636796
-10.0, -5925117.0
-9.8, -5068895.748211204
-9.6, -4319991.073497599
-9.4, -3667040.964902402
-9.2, -3099660.338188798
-9.0, -2608377.0
-8.8, -2184570.4597632014
-8.6, -1820413.5248255993
-8.4, -1508816.6143104006
-8.2, -1243374.7271807997
-8.0, -1018317.0
-7.8, -828458.7898751997
-7.6, -669156.2180735997
-7.4, -536263.1097984001
-7.2, -426090.26561280014
-7.0, -335367.0
-6.8, -261204.88254719993
-6.6, -201063.61724159992
-6.4, -152718.99536640008
-6.2, -114232.85748480004
-6.0, -83925.0
-5.8, -60346.96177919999
-5.6, -42257.626329599974
-5.4, -28600.575014400027
-5.2, -18483.126796800014
-5.0, -11157.0
-4.8, -6000.5315711999965
-4.6, -2502.389337599995
-4.4, -246.71274240000326
-4.2, 1100.382451199999
-4.0, 1803.0
-3.8, 2066.4240768
-3.6, 2046.9097344
-3.4, 1860.3674495999996
-3.2, 1590.0062592000006
-3.0, 1293.0
-2.8, 1006.2411647999996
-2.6, 751.2468864000002
-2.4, 538.2815615999999
-2.2, 369.76062720000016
-2.0, 243.0
-1.8, 152.37569280000002
-1.6, 90.95811840000003
-1.4, 51.685593600000004
-1.2, 28.141555200000006
-1.0, 15.0
-0.8, 8.203660800000009
-0.6, 4.939430400000006
-0.4, 3.4755455999999967
-0.2, 2.9250432000000046
0.0, 3.0
0.2, 3.821068799999992
0.4, 5.846822400000001
0.6, 9.987417599999993
0.8, 17.9670912
1.0, 33.0
1.2, 60.84391679999999
1.4, 111.29629439999998
1.6, 200.19720960000004
1.8, 352.0036992
2.0, 603.0
2.2, 1005.2082048000004
2.4, 1631.0638463999999
2.6, 2578.920921600001
2.8, 3979.4508671999984
3.0, 6003.0
3.2, 8867.969932800004
3.4, 12850.285478399994
3.6, 18294.0145536
3.8, 25623.204595199997
4.0, 35355.0
4.2, 48114.10510080001
4.4, 64648.65719040003
4.6, 85847.57410559995
4.8, 112759.44088319999
5.0, 146613.0
5.2, 188839.30970880008
5.4, 241095.6349824001
5.6, 305291.1355775999
5.8, 383614.4157312
6.0, 478563.0
6.2, 592974.7997568002
6.4, 730061.6348544003
6.6, 893444.8749695998
6.8, 1087193.2651391996
7.0, 1315863.0
7.2, 1584540.1112448003
7.4, 1898885.2328064009
7.6, 2265180.8082815995
7.8, 2690380.8051071996
8.0, 3182163.0
8.2, 3748983.9001727984
8.4, 4400136.364838401
8.6, 5145809.991513599
8.8, 5997154.331635203
9.0, 6966345.0
9.2, 8066652.742540796
9.4, 9312515.526950404
9.6, 1.07196137206656E7
9.8, 1.2304948420723207E7
10.0, 1.4086923E7
10.2, 1.6085427934348792E7
10.4, 1.832192897514241E7
10.6, 2.08195587317376E7
10.8, 2.360321172837121E7
11.0, 2.6699643E7
11.2, 3.0137570291596785E7
11.4, 3.3947779925414406E7
11.6, 3.81632364007296E7
11.8, 4.281919579057921E7
12.0, 4.7953323E7
12.2, 5.360581295028478E7
12.4, 5.9819515753766425E7
12.6, 6.6640065943641596E7
12.8, 7.411601582334724E7
13.0, 8.2298973E7
13.2, 9.124374216641279E7
13.4, 1.010084711961984E8
13.6, 1.1165480161647357E8
13.8, 1.2324802352267525E8
14.0, 1.35857235E8
14.2, 1.4955550611598077E8
14.4, 1.6442004754871044E8
14.6, 1.805323839152256E8
14.8, 1.9797853186456323E8
15.0, 2.16849183E8
15.2, 2.3723989169498876E8
15.4, 2.5925126786730248E8
15.6, 2.8298917477589756E8
15.8, 3.0856493190501124E8
16.0, 3.36095523E8
16.2, 3.6570380931943667E8
16.4, 3.975187481679743E8
16.6, 4.316756167744898E8
16.8, 4.6831624158001935E8
17.0, 5.07589233E8
17.2, 5.496502257253247E8
17.4, 5.94662124626726E8
17.6, 6.42795356327002E8
17.8, 6.942281265055873E8
18.0, 7.49146683E8
18.2, 8.077455847686526E8
18.4, 8.702279767795581E8
18.6, 9.368058708894341E8
18.8, 1.0077004327777157E9
19.0, 1.083142275E9
19.2, 1.1633717562254205E9
19.4, 1.2486392867224698E9
19.6, 1.3392056401577864E9
19.8, 1.4353422717724037E9
20.0, 1.537331643E9
